paper_id,title,year,citation_key,arxiv_id,doi,url,record_origin,substrate,adaptation,outcome,outcome_detail,substrate_score,substrate_margin,adaptation_score,adaptation_margin,outcome_score,outcome_margin,outcome_detail_score,outcome_detail_margin,confidence,source_status
webpilot-a-versatile-and-autonomous-multi-agent-system-for-web-task-execution-wi,WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,2025,zhang_2025_webpilot_a_versatile_and_aut,,10.1609/aaai.v39i22.34505,https://doi.org/10.1609/aaai.v39i22.34505,registry,Workflow,Propagate,Violation,Model Safety Regression,8.00,4.00,10.00,2.00,7.00,7.00,4.00,2.00,medium,abstract_or_short
velma-verbalization-embodiment-of-llm-agents-for-vision-and-language-navigation,VELMA: Verbalization Embodiment of LLM Agents for Vision and Language Navigation in Street View,2024,schumann_2024_velma_verbalization_embodime,,10.1609/aaai.v38i17.29858,https://doi.org/10.1609/aaai.v38i17.29858,registry,Memory,Add,Violation,Provenance Loss,9.50,9.50,5.00,5.00,1.00,1.00,2.00,2.00,low,abstract_or_short
the-benefits-and-dangers-of-anthropomorphic-conversational-agents,The benefits and dangers of anthropomorphic conversational agents,2025,peter_2025_the_benefits_and_dangers_of,,10.1073/pnas.2415898122,https://doi.org/10.1073/pnas.2415898122,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,13.00,13.00,7.00,5.00,low,source_limited
the-hidden-dangers-of-browsing-ai-agents,The Hidden Dangers of Browsing AI Agents,2025,mudryi_2025_the_hidden_dangers_of_browsi,,10.2139/ssrn.5290351,https://doi.org/10.2139/ssrn.5290351,registry,Tools & Skills,Activate,Violation,Authority Escalation,7.00,7.00,8.00,8.00,9.00,9.00,6.00,6.00,medium,registry_only
the-ethics-of-interaction-mitigating-security-threats-in-llms,The Ethics of Interaction: Mitigating Security Threats in LLMs,2024,kumar_2024_the_ethics_of_interaction_mi,,10.48550/arxiv.2401.12273,http://arxiv.org/abs/2401.12273,registry,Tools & Skills,Activate,Violation,Authority Escalation,10.10,6.85,8.52,5.77,17.30,11.10,6.46,3.88,medium,full_text
teams-of-llm-agents-can-exploit-zero-day-vulnerabilities,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,2024,yuxuan_2024_teams_of_llm_agents_can_expl,,10.48550/arxiv.2406.01637,http://arxiv.org/abs/2406.01637,registry,Memory,Add,Violation,Provenance Loss,9.50,7.00,5.00,5.00,9.70,6.00,2.00,2.00,low,full_text
synergizing-intelligence-and-privacy-a-review-of-integrating-internet-of-things,"Synergizing Intelligence and Privacy: A Review of Integrating Internet of Things, Large Language Models, and Federated Learning in Advanced Networked Systems",2025,yang_2025_synergizing_intelligence_and,,10.20944/preprints202504.2082.v1,https://doi.org/10.20944/preprints202504.2082.v1,registry,Model,Modify,Violation,Privacy & Purpose,7.00,7.00,15.00,15.00,6.50,6.50,6.00,1.00,medium,abstract_or_short
securing-ai-agents-implementing-role-based-access-control-for-industrial-applica,Securing Ai Agents: Implementing Role-Based Access Control for Industrial Applications,2025,ganie_2025_securing_ai_agents_implement,,10.2139/ssrn.5204283,https://doi.org/10.2139/ssrn.5204283,registry,Tools & Skills,Activate,Violation,Authority Escalation,7.00,7.00,8.00,8.00,9.00,5.00,10.00,10.00,medium,registry_only
robust-multi-agent-coordination-via-evolutionary-generation-of-auxiliary-adversa,Robust Multi-Agent Coordination via Evolutionary Generation of Auxiliary Adversarial Attackers,2023,yuan_2023_robust_multi_agent_coordinat,,10.1609/aaai.v37i10.26388,https://doi.org/10.1609/aaai.v37i10.26388,registry,Workflow,Propagate,Violation,Operational Integrity,11.60,11.60,16.00,14.00,11.00,7.00,2.00,2.00,low,abstract_or_short
rationale-behind-essay-scores-enhancing-s-llm-s-multi-trait-essay-scoring-with-r,Rationale Behind Essay Scores: Enhancing S-LLM’s Multi-Trait Essay Scoring with Rationale Generated by LLMs,2025,chu_2025_rationale_behind_essay_score,,10.18653/v1/2025.findings-naacl.322,https://doi.org/10.18653/v1/2025.findings-naacl.322,registry,Workflow,Modify,Response,Monitoring & Containment,2.00,2.00,2.00,2.00,14.50,14.50,7.30,5.30,low,full_text
maslow-machines-emergent-civilisation-from-intrinsic-drive-hierarchies-in-llm-ag,Maslow Machines: Emergent Civilisation from Intrinsic Drive Hierarchies in LLM Agent Populations,2026,mala_2026_maslow_machines_emergent_civ,,10.5281/zenodo.19479938,https://doi.org/10.5281/zenodo.19479938,registry,Workflow,Migrate,Response,Preventive Governance,2.00,2.00,10.00,6.00,13.00,13.00,7.00,5.00,low,full_text
mm-llms-recent-advances-in-multimodal-large-language-models,MM-LLMs: Recent Advances in MultiModal Large Language Models,2024,zhang_2024_mm_llms_recent_advances_in_m,,10.18653/v1/2024.findings-acl.738,https://doi.org/10.18653/v1/2024.findings-acl.738,registry,Model,Modify,Response,Recovery & Contestability,7.00,7.00,11.00,11.00,3.00,2.00,4.00,2.00,low,full_text
lightva-lightweight-visual-analytics-with-llm-agent-based-task-planning-and-exec,LightVA: Lightweight Visual Analytics With LLM Agent-Based Task Planning and Execution,2024,zhao_2024_lightva_lightweight_visual_a,,10.1109/tvcg.2024.3496112,https://doi.org/10.1109/tvcg.2024.3496112,registry,Memory,Activate,Violation,Model Safety Regression,9.88,5.88,6.00,1.00,2.50,2.50,4.00,2.00,low,abstract_or_short
llm-based-agent-society-investigation-collaboration-and-confrontation-in-avalon,LLM-Based Agent Society Investigation: Collaboration and Confrontation in Avalon Gameplay,2024,lan_2024_llm_based_agent_society_inve,,10.18653/v1/2024.emnlp-main.7,https://doi.org/10.18653/v1/2024.emnlp-main.7,registry,Workflow,Modify,Response,Monitoring & Containment,2.00,2.00,4.00,4.00,14.50,14.50,7.30,5.30,low,full_text
just-in-time-reinforcement-learning-continual-learning-in-llm-agents-without-gra,Just-In-Time Reinforcement Learning: Continual Learning in LLM Agents Without Gradient Updates,2026,li_2026_just_in_time_reinforcement_l,,10.48550/arxiv.2601.18510,http://arxiv.org/abs/2601.18510,registry,Model,Modify,Response,Recovery & Contestability,7.60,3.75,16.99,16.47,1.85,0.50,4.00,2.00,low,full_text
ignore-this-title-and-hackaprompt-exposing-systemic-vulnerabilities-of-llms-thro,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs through a Global Scale Prompt Hacking Competition,2023,schulhoff_2023_ignore_this_title_and_hackap,,10.48550/arxiv.2311.16119,http://arxiv.org/abs/2311.16119,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,7.00,8.59,8.14,15.10,10.60,6.46,6.00,medium,full_text
how-to-teach-programming-in-the-ai-era-using-llms-as-a-teachable-agent-for-debug,How to Teach Programming in the AI Era? Using LLMs as a Teachable Agent for Debugging,2024,ma_2024_how_to_teach_programming_in,,10.1007/978-3-031-64302-6_19,https://doi.org/10.1007/978-3-031-64302-6_19,registry,Tools & Skills,Modify,Response,Monitoring & Containment,3.10,0.50,4.88,4.88,14.85,14.85,7.70,4.20,low,full_text
generative-ai-in-cybersecurity-a-comprehensive-review-of-llm-applications-and-vu,Generative AI in cybersecurity: A comprehensive review of LLM applications and vulnerabilities,2025,ferrag_2025_generative_ai_in_cybersecuri,,10.1016/j.iotcps.2025.01.001,https://doi.org/10.1016/j.iotcps.2025.01.001,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,9.50,8.00,8.00,13.00,13.00,6.00,6.00,medium,source_limited
comprehensive-evaluation-of-chatgpt-reliability-through-multilingual-inquiries,Comprehensive Evaluation of ChatGPT Reliability Through Multilingual Inquiries,2023,puttaparthi_2023_comprehensive_evaluation_of,,10.48550/arxiv.2312.10524,http://arxiv.org/abs/2312.10524,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,7.00,8.00,8.00,9.00,3.50,6.00,2.00,medium,full_text
agentic-ai-for-autonomous-micro-frontend-user-interfaces-and-microservices-evolu,Agentic AI for Autonomous Micro-Frontend User Interfaces and Microservices Evolution in Cloud Platforms,2025,shah_2025_agentic_ai_for_autonomous_mi,,10.32996/jcsts.2025.7.8.135,https://doi.org/10.32996/jcsts.2025.7.8.135,registry,Workflow,Modify,Response,Preventive Governance,2.69,2.09,6.95,6.50,14.40,14.05,7.46,5.06,low,full_text
agentverse-facilitating-multi-agent-collaboration-and-exploring-emergent-behavio,AgentVerse: Facilitating Multi-Agent Collaboration and Exploring Emergent Behaviors,2023,chen_2023_agentverse_facilitating_mult,,10.4230/oasics.spacechi.2025.6,http://arxiv.org/abs/2308.10848,registry,Workflow,Propagate,Violation,Privacy & Purpose,8.60,5.50,10.45,0.00,8.50,7.80,2.00,0.00,low,full_text
a-multi-evaluator-behavioural-governance-framework-for-llm-agent-deployment,A Multi-Evaluator Behavioural Governance Framework for LLM Agent Deployment,2026,kumar_2026_a_multi_evaluator_behavioura,,10.5281/zenodo.19394881,https://doi.org/10.5281/zenodo.19394881,registry,Tools & Skills,Activate,Response,Preventive Governance,2.50,0.50,6.00,0.00,28.00,26.50,11.00,4.40,low,full_text
when-ai-is-fooled-hidden-risks-in-llm-assisted-grading,When AI Is Fooled: Hidden Risks in LLM-Assisted Grading,2025,milani_2025_when_ai_is_fooled_hidden_ris,,10.3390/educsci15111419,https://doi.org/10.3390/educsci15111419,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,9.50,8.00,8.00,13.00,13.00,6.00,6.00,medium,abstract_or_short
safeagent-a-runtime-protection-architecture-for-agentic-systems,SafeAgent: A Runtime Protection Architecture for Agentic Systems,2026,liu_2026_safeagent_a_runtime_protecti,2604.17562,10.48550/arXiv.2604.17562,https://arxiv.org/abs/2604.17562,registry,Memory,Modify,Response,Preventive Governance,3.25,0.15,6.75,0.23,23.95,22.55,7.46,0.34,low,full_text
role-play-with-large-language-models,Role play with large language models,2023,shanahan_2023_role_play_with_large_languag,,10.1038/s41586-023-06647-8,https://doi.org/10.1038/s41586-023-06647-8,registry,Workflow,Modify,Response,Monitoring & Containment,4.00,4.00,10.60,10.60,1.50,0.50,1.00,1.00,low,full_text
maestro-llm-driven-collaborative-automation-of-intent-based-6g-networks,Maestro: LLM-Driven Collaborative Automation of Intent-Based 6G Networks,2024,chatzistefanidis_2024_maestro_llm_driven_collabora,,10.1109/lnet.2024.3503292,https://doi.org/10.1109/lnet.2024.3503292,registry,Workflow,Modify,Violation,Privacy & Purpose,4.00,1.50,4.00,2.00,8.50,8.50,2.00,0.00,low,abstract_or_short
large-language-model-based-ai-agent-for-organic-semiconductor-device-research,Large‐Language‐Model‐Based AI Agent for Organic Semiconductor Device Research,2024,zhang_2024_large_language_model_based_a,,10.1002/adma.202405163,https://doi.org/10.1002/adma.202405163,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,10.30,10.30,1.00,1.00,2.00,2.00,low,source_limited
emergent-leadership-and-frame-dynamics-in-multi-agent-social-systems,Emergent Leadership and Frame Dynamics in Multi-Agent Social Systems,2026,yang_2026_emergent_leadership_and_fram,,10.17605/osf.io/4s7rc,https://osf.io/4s7rc,registry,Workflow,Propagate,Response,Preventive Governance,6.00,6.00,10.00,0.00,13.00,13.00,7.00,5.00,low,source_limited
embodied-intelligence-in-manufacturing-leveraging-large-language-models-for-auto,Embodied intelligence in manufacturing: leveraging large language models for autonomous industrial robotics,2024,fan_2024_embodied_intelligence_in_man,,10.1007/s10845-023-02294-y,https://doi.org/10.1007/s10845-023-02294-y,registry,Memory,Add,Response,Monitoring & Containment,13.88,10.78,5.00,2.18,2.20,1.20,2.00,2.00,low,full_text
automatically-correcting-large-language-models-surveying-the-landscape-of-divers,Automatically Correcting Large Language Models: Surveying the landscape of diverse self-correction strategies,2023,pan_2023_automatically_correcting_lar,,10.48550/arxiv.2308.03188,http://arxiv.org/abs/2308.03188,registry,Model,Modify,Violation,Model Safety Regression,7.00,3.90,11.45,11.00,2.50,2.50,5.00,3.00,low,full_text
an-agentic-ai-based-multi-agent-framework-for-recommender-systems,An Agentic AI-based Multi-Agent Framework for Recommender Systems,2024,portugal_2024_an_agentic_ai_based_multi_ag,,10.1109/bigdata62323.2024.10825765,https://doi.org/10.1109/bigdata62323.2024.10825765,registry,Workflow,Propagate,Response,Monitoring & Containment,6.00,3.50,10.00,6.00,17.00,15.50,7.30,5.30,medium,abstract_or_short
ai-powered-educational-agents-opportunities-innovations-and-ethical-challenges,"AI-Powered Educational Agents: Opportunities, Innovations, and Ethical Challenges",2025,c_rdova_esparza_2025_ai_powered_educational_agent,,10.3390/info16060469,https://doi.org/10.3390/info16060469,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,13.00,13.00,7.00,5.00,low,abstract_or_short
ai-agents-meet-blockchain-a-survey-on-secure-and-scalable-collaboration-for-mult,AI Agents Meet Blockchain: A Survey on Secure and Scalable Collaboration for Multi-Agents,2025,karim_2025_ai_agents_meet_blockchain_a,,10.3390/fi17020057,https://doi.org/10.3390/fi17020057,registry,Workflow,Propagate,Response,Preventive Governance,6.00,6.00,10.00,6.00,17.00,17.00,7.00,5.00,medium,abstract_or_short
when-llms-meet-cybersecurity-a-systematic-literature-review,When LLMs meet cybersecurity: a systematic literature review,2025,zhang_2025_when_llms_meet_cybersecurity,,10.1186/s42400-025-00361-w,https://doi.org/10.1186/s42400-025-00361-w,registry,Tools & Skills,Modify,Response,Preventive Governance,3.19,0.09,7.19,7.19,17.05,16.70,7.00,4.24,low,full_text
toward-robust-security-orchestration-and-automated-response-in-security-operatio,Toward Robust Security Orchestration and Automated Response in Security Operations Centers with a Hyper-Automation Approach Using Agentic Artificial Intelligence,2025,ismail_2025_toward_robust_security_orche,,10.3390/info16050365,https://doi.org/10.3390/info16050365,registry,Model,Modify,Response,Recovery & Contestability,7.00,3.00,11.00,11.00,4.00,3.00,4.00,4.00,medium,abstract_or_short
software-engineering-using-autonomous-agents-are-we-there-yet,Software Engineering Using Autonomous Agents: Are We There Yet?,2023,suri_2023_software_engineering_using_a,,10.1109/ase56229.2023.00174,https://doi.org/10.1109/ase56229.2023.00174,registry,Workflow,Modify,Violation,Privacy & Purpose,4.00,1.50,4.00,2.00,8.50,8.50,2.00,0.00,low,abstract_or_short
llm-based-autonomous-agent-of-human-robot-collaboration-for-aerospace-wire-harne,LLM based autonomous agent of human-robot collaboration for aerospace wire harnessing assembly,2025,wang_2025_llm_based_autonomous_agent_o,,10.1016/j.rcim.2025.103120,https://doi.org/10.1016/j.rcim.2025.103120,registry,Workflow,Activate,Violation,Operational Integrity,4.00,4.00,2.00,0.00,7.00,7.00,2.00,2.00,low,source_limited
knowledge-empowered-collaborative-and-co-evolving-ai-models-the-post-llm-roadmap,"Knowledge-Empowered, Collaborative, and Co-Evolving AI Models: The Post-LLM Roadmap",2024,wu_2024_knowledge_empowered_collabor,,10.1016/j.eng.2024.12.008,https://doi.org/10.1016/j.eng.2024.12.008,registry,Model,Modify,Violation,Model Safety Regression,7.00,7.00,15.00,15.00,1.00,1.00,5.00,5.00,low,source_limited
future-of-education-with-neuro-symbolic-ai-agents-in-self-improving-adaptive-ins,Future of Education with Neuro-Symbolic AI Agents in Self-Improving Adaptive Instructional Systems,2024,tong_2024_future_of_education_with_neu,,10.1007/s44366-024-0008-9,https://doi.org/10.1007/s44366-024-0008-9,registry,Model,Modify,Response,Recovery & Contestability,7.00,2.31,15.82,15.37,2.20,1.20,4.00,1.60,low,full_text
coordination-of-networked-nonlinear-multi-agents-using-a-high-order-fully-actuat,Coordination of Networked Nonlinear Multi-Agents Using a High-Order Fully Actuated Predictive Control Strategy,2022,liu_2022_coordination_of_networked_no,,10.1109/jas.2022.105449,https://doi.org/10.1109/jas.2022.105449,registry,Workflow,Propagate,Violation,Privacy & Purpose,11.60,9.10,16.00,14.00,8.50,4.50,2.00,0.00,low,abstract_or_short
agent-hospital-a-simulacrum-of-hospital-with-evolvable-medical-agents,Agent Hospital: A Simulacrum of Hospital with Evolvable Medical Agents,2024,li_2024_agent_hospital_a_simulacrum,,10.48550/arxiv.2405.02957,http://arxiv.org/abs/2405.02957,registry,Workflow,Modify,Violation,Operational Integrity,4.69,1.50,8.52,6.07,7.00,2.15,2.00,2.00,low,full_text
adaptation-of-agentic-ai-a-survey-of-post-training-memory-and-skills,"Adaptation of Agentic AI: A Survey of Post-Training, Memory, and Skills",2025,jiang_2025_adaptation_of_agentic_ai_a_s,,10.48550/arxiv.2512.16301,http://arxiv.org/abs/2512.16301,registry,Memory,Modify,Response,Monitoring & Containment,8.40,0.80,16.92,16.27,4.05,3.05,2.70,0.70,low,full_text
a-survey-of-reasoning-with-foundation-models-concepts-methodologies-and-outlook,"A Survey of Reasoning with Foundation Models: Concepts, Methodologies, and Outlook",2025,sun_2025_a_survey_of_reasoning_with_f,,10.1145/3729218,https://doi.org/10.1145/3729218,registry,Workflow,Activate,Violation,Operational Integrity,4.00,4.00,2.00,0.00,7.00,7.00,2.00,2.00,low,source_limited
chathpc-empowering-hpc-users-with-large-language-models,chatHPC: Empowering HPC users with large language models,2024,yin_2024_chathpc_empowering_hpc_users,,10.1007/s11227-024-06637-1,https://doi.org/10.1007/s11227-024-06637-1,registry,Model,Modify,Violation,Model Safety Regression,7.69,3.84,11.88,11.44,2.85,0.30,7.52,5.12,low,full_text
waitgpt-monitoring-and-steering-conversational-llm-agent-in-data-analysis-with-o,WaitGPT: Monitoring and Steering Conversational LLM Agent in Data Analysis with On-the-Fly Code Visualization,2024,xie_2024_waitgpt_monitoring_and_steer,,10.1145/3654777.3676374,https://doi.org/10.1145/3654777.3676374,registry,Memory,Add,Response,Monitoring & Containment,9.50,9.50,5.00,5.00,5.50,4.50,6.00,6.00,medium,source_limited
unifying-large-language-models-and-knowledge-graphs-a-roadmap,Unifying Large Language Models and Knowledge Graphs: A Roadmap,2023,pan_2023_unifying_large_language_mode,,10.48550/arxiv.2306.08302,http://arxiv.org/abs/2306.08302,registry,Model,Modify,Violation,Model Safety Regression,7.00,3.90,11.59,11.07,1.00,0.65,5.00,4.60,low,full_text
training-language-models-to-follow-instructions-with-human-feedback,Training language models to follow instructions with human feedback,2022,ouyang_2022_training_language_models_to,,10.48550/arxiv.2203.02155,http://arxiv.org/abs/2203.02155,registry,Workflow,Modify,Violation,Privacy & Purpose,6.00,2.90,9.52,1.52,2.50,0.65,2.00,0.00,low,full_text
toward-llm-agent-based-modeling-of-transportation-systems-a-conceptual-framework,Toward LLM-agent-based modeling of transportation systems: A conceptual framework,2025,liu_2025_toward_llm_agent_based_model,,10.1016/j.ait.2025.100001,https://doi.org/10.1016/j.ait.2025.100001,registry,Memory,Add,Response,Monitoring & Containment,9.50,9.50,5.00,5.00,4.00,3.00,1.00,1.00,low,source_limited
the-first-international-ai-safety-report,The First International AI Safety Report,2025,bengio_2025_the_first_international_ai_s,,10.70777/si.v2i2.14755,https://doi.org/10.70777/si.v2i2.14755,registry,Tools & Skills,Modify,Response,Preventive Governance,3.10,1.10,6.00,5.48,18.05,17.70,7.40,5.00,low,full_text
systematic-biases-in-llm-simulations-of-debates,Systematic Biases in LLM Simulations of Debates,2024,taubenfeld_2024_systematic_biases_in_llm_sim,,10.18653/v1/2024.emnlp-main.16,https://doi.org/10.18653/v1/2024.emnlp-main.16,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,14.50,14.50,7.00,5.00,low,full_text
synergistic-integration-of-large-language-models-and-cognitive-architectures-for,Synergistic Integration of Large Language Models and Cognitive Architectures for Robust AI: An Exploratory Analysis,2024,romero_2024_synergistic_integration_of_l,,10.1609/aaaiss.v2i1.27706,https://doi.org/10.1609/aaaiss.v2i1.27706,registry,Model,Modify,Response,Recovery & Contestability,11.00,11.00,11.00,11.00,4.00,3.00,4.00,4.00,medium,abstract_or_short
strategic-safety-time-lags-agi-driven-cpa-reversal-in-u-s-missile-defense-2027-2,"Strategic Safety Time-Lags: AGI-Driven CPA Reversal in U.S. Missile Defense, 2027-2032 -Part I",2025,raser_2025_strategic_safety_time_lags_a,,10.2139/ssrn.5565558,https://doi.org/10.2139/ssrn.5565558,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,18.00,18.00,7.00,7.00,low,registry_only
securing-retrieval-augmented-generation-pipelines-a-comprehensive-framework,Securing Retrieval-Augmented Generation Pipelines: A Comprehensive Framework,2025,nandagopal_2025_securing_retrieval_augmented,,10.32996/jcsts.2025.7.1.2,https://doi.org/10.32996/jcsts.2025.7.1.2,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,1.25,14.52,14.07,10.75,1.65,6.40,5.94,medium,full_text
rob-2-a-revised-tool-for-assessing-risk-of-bias-in-randomised-trials,RoB 2: a revised tool for assessing risk of bias in randomised trials,2019,sterne_2019_rob_2_a_revised_tool_for_ass,,10.1136/bmj.l4898,https://doi.org/10.1136/bmj.l4898,registry,Tools & Skills,Modify,Violation,Authority Escalation,6.50,0.50,9.00,1.00,5.00,5.00,3.00,3.00,low,source_limited
reliable-agent-engineering-should-integrate-machine-compatible-organizational-pr,Reliable agent engineering should integrate machine-compatible organizational principles,2025,patrick_2025_reliable_agent_engineering_s,,10.48550/arxiv.2512.07665,http://arxiv.org/abs/2512.07665,registry,Workflow,Modify,Response,Preventive Governance,2.69,0.19,6.82,6.82,14.05,13.70,7.40,5.40,low,full_text
protocol-mediated-execution-governance-for-llm-agent-systems,Protocol-Mediated Execution Governance for LLM Agent Systems,2026,harrison_2026_protocol_mediated_execution,,10.2139/ssrn.6426760,https://doi.org/10.2139/ssrn.6426760,registry,Workflow,Activate,Response,Preventive Governance,2.00,2.00,6.00,2.00,14.00,14.00,11.00,11.00,low,registry_only
polaris-typed-planning-and-governed-execution-for-agentic-ai-in-back-office-auto,POLARIS: Typed Planning and Governed Execution for Agentic AI in Back-Office Automation,2026,moslemi_2026_polaris_typed_planning_and_g,,,http://arxiv.org/abs/2601.11816,registry,Workflow,Activate,Response,Preventive Governance,6.87,3.62,6.45,0.45,22.45,22.45,7.40,4.22,low,full_text
neurostack-a-agentic-ai-platform-for-enterprise,NeuroStack: A Agentic AI Platform for Enterprise,2025,kahol_2025_neurostack_a_agentic_ai_plat,,10.1109/cascon66301.2025.00094,https://doi.org/10.1109/cascon66301.2025.00094,registry,Memory,Modify,Response,Preventive Governance,2.50,0.50,6.00,6.00,13.00,11.50,7.00,5.00,low,abstract_or_short
large-multimodal-agents-a-survey,Large multimodal agents: a survey,2025,xie_2025_large_multimodal_agents_a_su,,10.1007/s44267-025-00093-y,https://doi.org/10.1007/s44267-025-00093-y,registry,Model,Modify,Response,Recovery & Contestability,7.60,4.50,12.05,10.05,2.20,1.20,4.00,1.60,low,full_text
large-language-models-meet-nlp-a-survey,Large Language Models Meet NLP: A Survey,2024,qin_2024_large_language_models_meet_n,,10.48550/arxiv.2405.12819,http://arxiv.org/abs/2405.12819,registry,Model,Modify,Violation,Model Safety Regression,7.60,4.72,11.60,11.15,1.00,1.00,5.40,5.40,low,full_text
llms-in-the-imaginarium-tool-learning-through-simulated-trial-and-error,LLMs in the Imaginarium: Tool Learning through Simulated Trial and Error,2024,wang_2024_llms_in_the_imaginarium_tool,,10.18653/v1/2024.acl-long.570,https://doi.org/10.18653/v1/2024.acl-long.570,registry,Model,Modify,Response,Recovery & Contestability,7.00,0.50,15.00,15.00,1.50,0.50,4.00,2.00,low,full_text
internet-of-agents-fundamentals-applications-and-challenges,"Internet of Agents: Fundamentals, Applications, and Challenges",2025,wang_2025_internet_of_agents_fundament,,10.1109/tccn.2025.3623369,https://doi.org/10.1109/tccn.2025.3623369,registry,Model,Modify,Violation,Model Safety Regression,7.00,4.50,11.30,11.30,2.50,2.50,5.00,3.00,low,abstract_or_short
inherent-and-emergent-liability-issues-in-llm-based-agentic-systems-a-principal,Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective,2025,gabison_2025_inherent_and_emergent_liabil,,10.2139/ssrn.5210666,https://doi.org/10.2139/ssrn.5210666,registry,Workflow,Migrate,Response,Preventive Governance,2.00,2.00,10.00,6.00,10.00,10.00,7.00,7.00,low,registry_only
identity-bound-governance-under-execution-uncertainty-an-accountability-proof-bl,"Identity-Bound Governance Under Execution Uncertainty An Accountability Proof Block for LLM Agent Persistent Halts, with Cryptographic Implementation and Cross-Model Calibration",2026,fernandez_2026_identity_bound_governance_un,,10.5281/zenodo.20157138,https://doi.org/10.5281/zenodo.20157138,registry,Memory,Activate,Response,Preventive Governance,2.50,0.50,6.00,2.00,17.00,17.00,11.00,9.00,low,full_text
from-text-to-life-on-the-reciprocal-relationship-between-artificial-life-and-lar,From Text to Life: On the Reciprocal Relationship between Artificial Life and Large Language Models,2024,nisioti_2024_from_text_to_life_on_the_rec,,10.1162/isal_a_00759,https://doi.org/10.1162/isal_a_00759,registry,Model,Modify,Violation,Model Safety Regression,7.00,7.00,11.00,11.00,1.00,1.00,5.00,5.00,low,source_limited
exploring-llm-based-agentic-frameworks-for-fault-diagnosis,Exploring LLM-based Agentic Frameworks for Fault Diagnosis,2025,lee_2025_exploring_llm_based_agentic,,10.36001/phmconf.2025.v17i1.4350,https://doi.org/10.36001/phmconf.2025.v17i1.4350,registry,Model,Modify,Response,Recovery & Contestability,7.00,3.90,11.82,11.82,6.90,5.90,4.00,1.48,medium,full_text
enhancing-cognitive-digital-twin-interaction-using-an-llm-agent,Enhancing Cognitive Digital Twin Interaction using an LLM Agent,2024,turm_2024_enhancing_cognitive_digital,,10.1109/mipro60963.2024.10569919,https://doi.org/10.1109/mipro60963.2024.10569919,registry,Memory,Add,Violation,Provenance Loss,9.88,9.88,5.00,3.00,2.50,2.50,2.00,0.00,low,abstract_or_short
domain-specialization-as-the-key-to-make-large-language-models-disruptive-a-comp,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey,2025,ling_2025_domain_specialization_as_the,,10.1145/3764579,https://doi.org/10.1145/3764579,registry,Model,Modify,Violation,Model Safety Regression,7.00,7.00,11.00,11.00,1.00,1.00,5.00,5.00,low,source_limited
data-interpreter-an-llm-agent-for-data-science,Data Interpreter: An LLM Agent for Data Science,2025,hong_2025_data_interpreter_an_llm_agen,,10.18653/v1/2025.findings-acl.1016,https://doi.org/10.18653/v1/2025.findings-acl.1016,registry,Memory,Add,Response,Transition & Activation,9.50,9.50,5.00,3.00,1.50,0.50,2.00,2.00,low,full_text
continual-learning-of-large-language-models,Continual Learning of Large Language Models,2025,wu_2025_continual_learning_of_large,,10.18653/v1/2025.emnlp-tutorials.7,https://doi.org/10.18653/v1/2025.emnlp-tutorials.7,registry,Model,Modify,Response,Recovery & Contestability,7.00,4.50,15.30,15.30,3.00,2.00,4.00,2.00,low,full_text
architecting-intelligent-decentralized-data-systems-to-enable-analytics-with-ent,"Architecting Intelligent Decentralized Data Systems to Enable Analytics with Entropy-Aware Governance, Quantum Readiness and LLM-Driven Federation",2025,panda_2025_architecting_intelligent_dec,,10.5121/ijdms.2025.17202,https://doi.org/10.5121/ijdms.2025.17202,registry,Memory,Modify,Response,Preventive Governance,2.88,0.88,6.00,6.00,18.05,16.55,11.40,9.00,low,full_text
architecting-agentic-communities-using-design-patterns,Architecting Agentic Communities using Design Patterns,2026,milosevic_2026_architecting_agentic_communi,,10.48550/arxiv.2601.03624,https://doi.org/10.48550/arxiv.2601.03624,registry,Tools & Skills,Modify,Response,Preventive Governance,3.10,0.23,6.75,4.75,15.55,15.55,7.40,3.44,low,full_text
agentlite-a-lightweight-library-for-building-and-advancing-task-oriented-llm-age,AgentLite: A Lightweight Library for Building and Advancing Task-Oriented LLM Agent System,2024,liu_2024_agentlite_a_lightweight_libr,,10.48550/arxiv.2402.15538,http://arxiv.org/abs/2402.15538,registry,Memory,Add,Violation,Model Safety Regression,9.50,6.40,5.00,2.55,2.50,1.80,4.40,2.00,low,full_text
